File,Line,Error type,Message,Fixability
api-detail/content-management-api.md,5307,Double space,Double space found,Manual content edit
api-detail/content-management-api.md,5375,Semicolon,Semicolon (;) not permitted — split into two sentences,Manual content edit
api-detail/content-management-api.md,5996,Semicolon,Semicolon (;) not permitted — split into two sentences,Manual content edit
api-detail/content-management-api.md,6206,Semicolon,Semicolon (;) not permitted — split into two sentences,Manual content edit
api-detail/content-management-api.md,6247,Semicolon,Semicolon (;) not permitted — split into two sentences,Manual content edit
api-detail/content-management-api.md,471,Vague adverb,"Vague adverb ""easily"" — replace with specific language",Manual content edit
api-detail/content-management-api.md,3440,Vague adverb,"Vague adverb ""simply"" — replace with specific language",Manual content edit
api-detail/content-management-api.md,115,Vague adverb,"Vague adverb ""very"" — replace with specific language",Manual content edit
api-detail/content-management-api.md,1440,Vague adverb,"Vague adverb ""rather"" — replace with specific language",Manual content edit
api-detail/content-management-api.md,49,Vague adverb,"Vague adverb ""almost"" — replace with specific language",Manual content edit
api-detail/content-management-api.md,5223,Vague adverb,"Vague adverb ""smoothly"" — replace with specific language",Manual content edit
api-detail/content-management-api.md,570,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,14,Future tense,"Future tense ""will need to"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,6340,Future tense,"Future tense ""will allow you"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,6340,Future tense,"Future tense ""will allow"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,3040,Future tense,"Future tense ""will enable"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,1784,Future tense,"Future tense ""will appear"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,5031,Future tense,"Future tense ""will update"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,3104,Future tense,"Future tense ""will delete"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,62,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,90,Future tense,"Future tense ""will receive"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,2243,Future tense,"Future tense ""will be able to"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,310,Future tense,"Future tense ""will no longer"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,1466,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
api-detail/content-management-api.md,481,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,497,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,763,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,779,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,850,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,879,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,903,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,923,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,955,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1027,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1045,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1087,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1108,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1126,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1128,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1146,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1800,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1822,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1839,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1860,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1879,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1923,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,1985,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2010,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2045,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2078,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2154,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2176,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2368,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2398,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2435,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2478,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2495,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2523,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2552,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2568,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2588,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2603,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2622,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2649,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2678,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2915,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2942,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2964,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2980,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,2996,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3037,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3058,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3085,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3105,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3121,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3145,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3180,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3223,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3244,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3264,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3290,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3312,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3332,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3349,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3364,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3378,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3403,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3429,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3456,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3484,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3513,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3552,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3587,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3609,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3679,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3715,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3747,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
api-detail/content-management-api.md,3771,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
